onset	duration	frameidx	videotime	audiotime
0.034	0.033	1	0.040	18.396
0.067	0.017	2	0.080	18.437
0.083	0.050	3	0.120	18.454
0.133	0.158	4	0.160	18.504
0.292	0.033	5	0.200	0.158
0.325	0.034	6	0.240	0.191
0.358	0.033	7	0.280	0.225
0.392	0.050	8	0.320	0.258
0.442	0.033	9	0.360	0.308
0.475	0.050	10	0.400	0.341
0.525	0.033	11	0.440	0.391
0.558	0.033	12	0.480	0.425
0.592	0.050	13	0.520	0.458
0.642	0.033	14	0.560	0.508
0.675	0.050	15	0.600	0.541
0.725	0.033	16	0.640	0.990
0.758	0.033	17	0.680	1.023
0.792	0.050	18	0.720	1.057
0.842	0.033	19	0.760	1.107
0.875	0.050	20	0.800	1.140
0.925	0.033	21	0.840	1.190
0.958	0.033	22	0.880	1.224
0.992	0.050	23	0.920	1.257
1.042	0.033	24	0.960	1.275
1.075	0.033	25	1.000	1.308
1.108	0.050	26	1.040	1.342
1.158	0.033	27	1.080	1.392
1.192	0.067	28	1.120	1.425
1.258	0.050	29	1.160	1.483
1.308	0.025	30	1.200	1.533
1.334	0.050	31	1.240	1.646
1.383	0.050	32	1.280	1.696
1.433	0.025	33	1.320	1.746
1.459	0.050	34	1.360	1.771
1.508	0.025	35	1.400	1.821
1.534	0.050	36	1.440	1.846
1.584	0.050	37	1.480	1.896
1.633	0.025	38	1.520	1.946
1.659	0.050	39	1.560	1.852
1.709	0.025	40	1.600	1.902
1.733	0.050	41	1.640	1.927
1.784	0.050	42	1.680	1.977
1.834	0.025	43	1.720	2.027
1.859	0.050	44	1.760	2.052
1.909	0.025	45	1.800	2.102
1.934	0.050	46	1.840	2.127
1.984	0.050	47	1.880	2.177
2.034	0.025	48	1.920	2.227
2.059	0.050	49	1.960	2.253
2.109	0.025	50	2.000	2.303
2.134	0.050	51	2.040	2.328
2.184	0.050	52	2.080	2.378
2.234	0.025	53	2.120	2.428
2.259	0.050	54	2.160	2.453
2.309	0.025	55	2.200	2.526
2.334	0.050	56	2.240	2.551
2.384	0.050	57	2.280	2.601
2.434	0.025	58	2.320	2.651
2.459	0.050	59	2.360	2.676
2.509	0.025	60	2.400	2.726
2.534	0.050	61	2.440	2.751
2.584	0.050	62	2.480	2.809
2.634	0.025	63	2.520	2.859
2.659	0.050	64	2.560	2.884
2.709	0.025	65	2.600	2.934
2.734	0.050	66	2.640	2.959
2.784	0.050	67	2.680	3.009
2.834	0.025	68	2.720	3.059
2.859	0.050	69	2.760	3.084
2.909	0.025	70	2.800	3.182
2.934	0.050	71	2.840	3.207
2.984	0.050	72	2.880	3.257
3.034	0.025	73	2.920	3.307
3.059	0.050	74	2.960	3.332
3.109	0.025	75	3.000	3.382
3.134	0.050	76	3.040	3.407
3.184	0.050	77	3.080	3.457
3.234	0.025	78	3.120	3.428
3.259	0.050	79	3.160	3.453
3.309	0.025	80	3.200	3.503
3.334	0.050	81	3.240	3.528
3.384	0.050	82	3.280	3.578
3.434	0.025	83	3.320	3.628
3.459	0.050	84	3.360	3.653
3.509	0.025	85	3.400	3.703
3.534	0.050	86	3.440	3.728
3.584	0.050	87	3.480	3.778
3.634	0.025	88	3.520	3.828
3.659	0.050	89	3.560	3.853
3.709	0.025	90	3.600	3.903
3.734	0.050	91	3.640	3.928
3.784	0.050	92	3.680	3.978
3.834	0.025	93	3.720	4.131
3.859	0.050	94	3.760	4.156
3.909	0.025	95	3.800	4.206
3.934	0.050	96	3.840	4.231
3.984	0.050	97	3.880	4.281
4.034	0.025	98	3.920	4.331
4.059	0.050	99	3.960	4.356
4.109	0.025	100	4.000	4.406
4.134	0.050	101	4.040	4.431
4.184	0.050	102	4.080	4.489
4.234	0.025	103	4.120	4.539
4.259	0.050	104	4.160	4.564
4.309	0.025	105	4.200	4.614
4.334	0.050	106	4.240	4.639
4.384	0.050	107	4.280	4.689
4.434	0.025	108	4.320	4.739
4.459	0.050	109	4.360	4.692
4.509	0.025	110	4.400	4.742
4.534	0.050	111	4.440	4.767
4.584	0.050	112	4.480	4.817
4.634	0.025	113	4.520	4.867
4.659	0.050	114	4.560	4.892
4.709	0.025	115	4.600	4.942
4.734	0.050	116	4.640	4.967
4.784	0.050	117	4.680	4.978
4.834	0.025	118	4.720	5.028
4.859	0.050	119	4.760	5.053
4.909	0.025	120	4.800	5.103
